Section ID,QuestionNumber,Question ID,Question,Type,Parent ID,SubQuestionsFirst,CSSClass,Guidance10,Guidance5,Guidance0,WantConfidence,WantJustification,JustificationNote,HasPrivateNotes,WantExamples,Multiplier,OptionGuidance,Option0,Option1,Option2,Option3,Option4,Option5,Option6,Option7,Option8,Option9,Supporting0,Supporting1,Supporting2,Supporting3,Supporting4,Supporting5,HelpLink
PROCUREMENT,,G.PROCUREMENT.PROC-POLICY.e2.e2.3,The rules/guidance requires the use of specific data standards,Option,G.PROCUREMENT.PROC-POLICY.e2,,,,,,,,,,,0.5,,No,Partially,Yes,,,,,,,,"1,2;Are they international standards?","1,2;Please list significant data standards mentioned in the rules/guidance",,,,,
PROCUREMENT,,G.PROCUREMENT.PROC-POLICY.div-Extent,Extent,Note,G.PROCUREMENT.PROC-POLICY,,divider,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCUREMENT,,G.PROCUREMENT.PROC-POLICY.c0,"How comprehensive is the coverage of laws, regulations, policies or guidance assessed for this question?",Radio,G.PROCUREMENT.PROC-POLICY,,radio-list,,,,,,,,,1,,They only apply in a narrow set of situations,"They cover one or more central government agencies, but there are many agencies or local government units with weaker rules/guidance ","They cover one or more central government agencies, but there are similar rules/guidance that apply to many other agencies and/or local government units. ","The laws, regulations, policies or guidance assessed, or equivalent rules/guidance, apply across the whole public sector including national, sub-national and local government",,,,,,,0;When do these rules/guidance apply?,"1,2;Which agency or agencies do these rules/guidances apply to?",3;Are there any notable exceptions? (E.g. defence sector),,,,
PROCUREMENT,,A.PROCUREMENT.Open Contracting,To what extent is detailed structured data on public procurement processes available as open data?,Sum,,Yes,,,,,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,https://handbook.globaldatabarometer.org/1eQrH_X8LgK0UKV9sis7iNDzgggPOI8YQFZPHwDWqtEo/indicators/A.PROCUREMENT.Open Contracting/
PROCUREMENT,,A.PROCUREMENT.Open Contracting.div-Existence,Existence,Note,A.PROCUREMENT.Open Contracting,,divider,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCUREMENT,,A.PROCUREMENT.Open Contracting.a0,Is this data available online in any form?,Radio,A.PROCUREMENT.Open Contracting,,radio-list,,,,,,,,,1,,Data is not available online,"Data is available, but not as a result of government action","Data is available from government, or because of government actions",,,,,,,,0;Are there other offline ways to access this data in the country? (e.g. attending an office to inspect it),"1;If government is not providing access to data, how is this data available? ","1,2;Please provide a URL for where this data can be found",,,,
PROCUREMENT,,A.PROCUREMENT.Open Contracting.div-Elements,Elements,Note,A.PROCUREMENT.Open Contracting,,divider,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCUREMENT,,A.PROCUREMENT.Open Contracting.e,Part 1: How open is the dataset?,Sum,A.PROCUREMENT.Open Contracting,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
PROCUREMENT,,A.PROCUREMENT.Open Contracting.e.e.0,Data is provided in machine-readable format(s),Option,A.PROCUREMENT.Open Contracting.e,,,,,,,,,,,0.5,,No,Partially,Yes,,,,,,,,"1,2;Please provide a URL where this machine-readable data can be found. (Additional URLs can be included in the justification and supporting evidence)","1,2;Please provide a comma separated list of the formats available? (E.g. csv, json)",1;What prevents you from assessing this data as fully machine-readable? ,,,,
PROCUREMENT,,A.PROCUREMENT.Open Contracting.e.e.1,The machine-readable dataset is available as a whole,Option,A.PROCUREMENT.Open Contracting.e,,,,,,,,,,,0.5,"Answer no if it's only possible to access individual records; Answer partially if it's possible to export extracts of the data; Answer yes if there are bulk downloads or APIs providing access to the whole dataset without financial, technical or legal barriers. ",No,Partially,Yes,,,,,,,,"1,2;Please provide a URL where bulk download access is available or described.","1,2;If bulk access is provided through an API, please provide a link to where the API is described.",,,,,
PROCUREMENT,,A.PROCUREMENT.Open Contracting.e.e.2,Data is openly licensed.,Option,A.PROCUREMENT.Open Contracting.e,,,,,,,,,,,0.5,,No,Partially,Yes,,,,,,,,"0;If there are explicit restrictions placed on re-use of the dataset, briefly describe those here.","1,2;If the data is provided with an explicit open license, please provide the name of the license, or a link to it here.",,,,,
PROCUREMENT,,A.PROCUREMENT.Open Contracting.e.e.3,Data is timely and updated.,Option,A.PROCUREMENT.Open Contracting.e,,,,,,,,,,,0.5,,No,Partially,Yes,,,,,,,,When was the most recent update to this dataset?,,,,,,
PROCUREMENT,,A.PROCUREMENT.Open Contracting.e.e.4,The agency responsible for providing this information offers an accessible web tool to make simple queries and explore available information without requiring advanced data skills.,Option,A.PROCUREMENT.Open Contracting.e,,,,,,,,,,,0.5,,No,Partialy ,Yes,,,,,,,,"1,2;Please provide URL",1;What are the main barriers to accessibility and usability?,,,,,
PROCUREMENT,,A.PROCUREMENT.Open Contracting.e1,"Part 2: What kinds of procurement, and stages of the procurement process does the dataset cover?",Sum,A.PROCUREMENT.Open Contracting,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
PROCUREMENT,,A.PROCUREMENT.Open Contracting.e1.e1.0,Procurement related to goods and services is included,Option,A.PROCUREMENT.Open Contracting.e1,,,,,,,,,,,0.5,,No,Partially,Yes,,,,,,,,,,,,,,
PROCUREMENT,,A.PROCUREMENT.Open Contracting.e1.e1.1,Procurement related to public works is included,Option,A.PROCUREMENT.Open Contracting.e1,,,,,,,,,,,0.5,,No,Partially,Yes,,,,,,,,,,,,,,
PROCUREMENT,,A.PROCUREMENT.Open Contracting.e1.e1.2,The planning phase is covered,Option,A.PROCUREMENT.Open Contracting.e1,,,,,,,,,,,0.5,,No,Partially,Yes,,,,,,,,,,,,,,
PROCUREMENT,,A.PROCUREMENT.Open Contracting.e1.e1.3,The tender stage is covered,Option,A.PROCUREMENT.Open Contracting.e1,,,,,,,,,,,0.5,,No,Partially,Yes,,,,,,,,,,,,,,
PROCUREMENT,,A.PROCUREMENT.Open Contracting.e1.e1.4,The award stage is covered,Option,A.PROCUREMENT.Open Contracting.e1,,,,,,,,,,,0.5,,No,Partially,Yes,,,,,,,,,,,,,,
PROCUREMENT,,A.PROCUREMENT.Open Contracting.e1.e1.5,Contract spending and performance is covered,Option,A.PROCUREMENT.Open Contracting.e1,,,,,,,,,,,0.5,,No,Partially,Yes,,,,,,,,,,,,,,
PROCUREMENT,,A.PROCUREMENT.Open Contracting.e1.e1.6,Data on past procurements is kept,Option,A.PROCUREMENT.Open Contracting.e1,,,,,,,,,,,0.5,,No,Partially,Yes,,,,,,,,,,,,,,
PROCUREMENT,,A.PROCUREMENT.Open Contracting.e2,Part 3: Which fields does the dataset contain?,Sum,A.PROCUREMENT.Open Contracting,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
PROCUREMENT,,A.PROCUREMENT.Open Contracting.e2.e2.0,The data contains names and unique identifiers for companies awarded contracts,Option,A.PROCUREMENT.Open Contracting.e2,,,,,,,,,,,0.5,,No,Partially,Yes,,,,,,,,,,,,,,
PROCUREMENT,,A.PROCUREMENT.Open Contracting.e2.e2.1,The data contains start and end dates for tender processes and/or contracts,Option,A.PROCUREMENT.Open Contracting.e2,,,,,,,,,,,0.5,,No,Partially,Yes,,,,,,,,,,,,,,
PROCUREMENT,,A.PROCUREMENT.Open Contracting.e2.e2.2,"The data contains, or can be linked to, information on spending against the contract",Option,A.PROCUREMENT.Open Contracting.e2,,,,,,,,,,,0.5,,No,Partially,Yes,,,,,,,,,,,,,,
PROCUREMENT,,A.PROCUREMENT.Open Contracting.e2.e2.3,"The data contains a description of the goods, services or works being procured",Option,A.PROCUREMENT.Open Contracting.e2,,,,,,,,,,,0.5,,No,Partially,Yes,,,,,,,,,,,,,,
PROCUREMENT,,A.PROCUREMENT.Open Contracting.e2.e2.4,The data contains identifiers or other features that connect together data on each stage of a single procurement process,Option,A.PROCUREMENT.Open Contracting.e2,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,
PROCUREMENT,,A.PROCUREMENT.Open Contracting.e2.e2.5,The data is published according to one or more relevant data standards,Option,A.PROCUREMENT.Open Contracting.e2,,,,,,,,,,,0.5,,No,Partially,Yes,,,,,,,,"1,2;Which standards are in use?",,,,,,
PROCUREMENT,,A.PROCUREMENT.Open Contracting.div-Extent,Extent,Note,A.PROCUREMENT.Open Contracting,,divider,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCUREMENT,,A.PROCUREMENT.Open Contracting.c0,How comprehensive is the data assessed for this question?,Radio,A.PROCUREMENT.Open Contracting,,radio-list,,,,,,,,,1,,"The data assessed covers a very limited number of public procurements, and few other sources of data are available. ","The data assessed covers, or is representative of the data available for, a significant number of public procurements, but there are large gaps in coverage","The data assessed covers, or is representative of the data available for, a large proportion of public procurement, but some gaps in coverage exist.","The data assessed covers, or is representative of the data available for, almost all public procurement.",,,,,,,0;Please briefly describe the nature of the procurements the data covers,"1,2,3;Please briefly describe any notable gaps in coverage",,,,,
PROCUREMENT,,U.PROCUREMENT.Government procurement analytics,To what extent is there evidence of government applying data analytics to improve procurement practice?,Sum,,Yes,,,,,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,https://handbook.globaldatabarometer.org/1eQrH_X8LgK0UKV9sis7iNDzgggPOI8YQFZPHwDWqtEo/indicators/U.PROCUREMENT.Government procurement analytics/
PROCUREMENT,,U.PROCUREMENT.Government procurement analytics.div-Existence,Existence,Note,U.PROCUREMENT.Government procurement analytics,,divider,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCUREMENT,,U.PROCUREMENT.Government procurement analytics.a0,To what extent is there evidence of this kind of data use?,Radio,U.PROCUREMENT.Government procurement analytics,,radio-list,,,,,,,,,1,,There is no evidence of this use,There is evidence of isolated uses or pilot projects,There is evidence of multiple different uses involving different organisations,"There is evidence that these uses are widespread, regular and embedded",,,,,,,,,,,,,
PROCUREMENT,,U.PROCUREMENT.Government procurement analytics.div-Elements,Elements,Note,U.PROCUREMENT.Government procurement analytics,,divider,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCUREMENT,,U.PROCUREMENT.Government procurement analytics.e,Part 1: ,Sum,U.PROCUREMENT.Government procurement analytics,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
PROCUREMENT,,U.PROCUREMENT.Government procurement analytics.e.e.0,There is evidence of the government using data-driven procurement dashboards ,Option,U.PROCUREMENT.Government procurement analytics.e,,,,,,,,,,,0.5,,No,Partially,Yes,,,,,,,,"1,2;If dashboards are public, please provide the URL of an example dashboard page.",,,,,,
PROCUREMENT,,U.PROCUREMENT.Government procurement analytics.e.e.1,There is evidence of the government carrying out red flag analysis,Option,U.PROCUREMENT.Government procurement analytics.e,,,,,,,,,,,0.5,,No,Partially,Yes,,,,,,,,"1,2;If there are public online tools used by government to perform red flag analysis, please provide the URL of an example. ",,,,,,
PROCUREMENT,,U.PROCUREMENT.Government procurement analytics.e.e.2,There is evidence of government using analytics to improve access to procurement opportunities for marginalised groups,Option,U.PROCUREMENT.Government procurement analytics.e,,,,,,,,,,,0.5,,No,Partially,Yes,,,,,,,,"1,2;Please briefly list any marginalised groups addressed (e.g. women; indigenous owned businesses etc.) ",,,,,,
PROCUREMENT,,U.PROCUREMENT.Government procurement analytics.e.e.3,There is evidence of government using analytics to support sustainable / environmental procurement,Option,U.PROCUREMENT.Government procurement analytics.e,,,,,,,,,,,0.5,,No,Partially,Yes,,,,,,,,"1,2;Please provide a with details",,,,,,
PROCUREMENT,,U.PROCUREMENT.Government procurement analytics.e1,Part 2: ,Sum,U.PROCUREMENT.Government procurement analytics,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
PROCUREMENT,,U.PROCUREMENT.Government procurement analytics.e1.e1.0,At least one of the examples cited appears to make use of open procurement data,Option,U.PROCUREMENT.Government procurement analytics.e1,,,,,,,,,,,0.5,,No,Partially,Yes,,,,,,,,,,,,,,
PROCUREMENT,,U.PROCUREMENT.Government procurement analytics.div-Extent,Extent,Note,U.PROCUREMENT.Government procurement analytics,,divider,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCUREMENT,,U.PROCUREMENT.Government procurement analytics.c0,There is evidence that these uses are having meaningful positive impacts,Radio,U.PROCUREMENT.Government procurement analytics,,radio-list,,,,,,,,,1,,No,Partially,Yes,,,,,,,,"1,2;Please briefly describe the evidence of impact",,,,,,
