Section ID,QuestionNumber,Question ID,Question,Type,Parent ID,SubQuestionsFirst,CSSClass,Guidance10,Guidance5,Guidance0,WantConfidence,WantJustification,JustificationNote,HasPrivateNotes,WantExamples,Multiplier,OptionGuidance,Option0,Option1,Option2,Option3,Option4,Option5,Option6,Option7,Option8,Option9,Supporting0,Supporting1,Supporting2,Supporting3,Supporting4,Supporting5,HelpLink
LAND,,G.LAND.TENURE.e1,Part 2: What types of land tenure do the rules or guidance address?,ElementGroup,G.LAND.TENURE,,,,,,No,,,,,1,,,,,,,,,,,,,,,,,,
LAND,,G.LAND.TENURE.e1.e1.0,The rules/guidance acknowledge indigenous land issues.,Option,G.LAND.TENURE.e1,,,,,,No,,,,,0.5,,No,Partially,Yes,,,,,,,,,,,,,,
LAND,,G.LAND.TENURE.e1.e1.1,The rules/guidance acknowledge and envisions strategies to deal with informal land tenure data.,Option,G.LAND.TENURE.e1,,,,,,No,,,,,0.5,,No,Partially,Yes,,,,,,,,,,,,,,
LAND,,G.LAND.TENURE.e1.e1.2,The rules/guidance apply to all land tenure involving natural persons,Option,G.LAND.TENURE.e1,,,,,,No,,,,,0.5,,No,Partially,Yes,,,,,,,,1; To which kind of land tenures involving natural persons do the rules/guidance apply? ,,,,,,
LAND,,G.LAND.TENURE.e1.e1.3,The rules/guidance apply to all land tenure involving legal persons,Option,G.LAND.TENURE.e1,,,,,,No,,,,,0.5,,No,Partially,Yes,,,,,,,,1; To which kind of land tenures involving legal persons do the rules/guidance apply? ,,,,,,
LAND,,G.LAND.TENURE.e1.e1.4,The rules/guidance apply to all land tenure involving state land,Option,G.LAND.TENURE.e1,,,,,,No,,,,,0.5,,No,Partially,Yes,,,,,,,,1; To which kind of land tenures involving state lands do the rules/guidance apply? ,,,,,,
LAND,,G.LAND.TENURE.e1.e1.5,The rules/guidance apply to all land tenure involving communal lands,Option,G.LAND.TENURE.e1,,,,,,No,,,,,0.5,,No,Partially,Yes,,,,,,,,1; To which kind of communal land tenures do the rules/guidance apply? ,,,,,,
LAND,,G.LAND.TENURE.e1.e1.6,The rules/guidance require the publication of land concessions data.,Option,G.LAND.TENURE.e1,,,,,,No,,,,,0.5,,No,Partially,Yes,,,,,,,,1; To what kind of land concessions do the rules/guidance apply? ,,,,,,
LAND,,G.LAND.TENURE.e1.e1.7,"The rules/guidance apply to urban and rural tenure, and to other relevant forms of tenure.",Option,G.LAND.TENURE.e1,,,,,,No,,,,,0.5,,No,Partially,Yes,,,,,,,,1; To what kind of land tenures do the rules/guidance apply? ,,,,,,
LAND,,G.LAND.TENURE.e2,Part 3: What other requirements do the rules or guidance set out?,ElementGroup,G.LAND.TENURE,,,,,,No,,,,,1,,,,,,,,,,,,,,,,,,
LAND,,G.LAND.TENURE.e2.e2.0,The rules/guidance require publication of detailed land tenure data,Option,G.LAND.TENURE.e2,,,,,,No,,,,,0.5,,No,Partially,Yes,,,,,,,,"1,2;Please provide url and framework title.",,,,,,
LAND,,G.LAND.TENURE.e2.e2.1,Each record has a geospatial reference that allows to assign features to a spatial extent. ,Option,G.LAND.TENURE.e2,,,,,,No,,,,,0.5,"The geospatial reference might be latitude-longitute coordinates, an ID to associate it to a geospatial dataset, an address, etc. ""Partially"" is intended for cases where a geographical reference exists, but it could have been more precise, for example, when the neighbourhood is informed, but there are no clear reasons for not to inform latitude-longitude coordinates. Will be assessed with ""Yes"" datasets that have the most granular geographic references that can be expected for its kind.",No,Partially,Yes,,,,,,,,,,,,,,
LAND,,G.LAND.TENURE.e2.e2.2,The rules/guidance support the collection and publication of structured historical land tenure data,Option,G.LAND.TENURE.e2,,,,,,No,,,,,0.5,,No,Partially,Yes,,,,,,,,,,,,,,
LAND,,G.LAND.TENURE.e2.e2.3,The rules/guidance support collection of data about the gender of those holding land tenure,Option,G.LAND.TENURE.e2,,,,,,No,,,,,0.5,,No,Yes,,,,,,,,,,,,,,,
LAND,,G.LAND.TENURE.e2.e2.4,The rules/guidance establish funding to sustain the collection and release of this data over multiple years.,Option,G.LAND.TENURE.e2,,,,,,No,,,,,0.5,,No,Partially,Yes,,,,,,,,,,,,,,
LAND,,G.LAND.TENURE.div-Extent,Extent,Note,G.LAND.TENURE,,divider,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAND,,G.LAND.TENURE.c1,Does the framework cover the collection and/or publication of tenure data of the majority of land?,Radio,G.LAND.TENURE,,radio-list,,,,No,,,,,1,,The framework(s) for data collection and/or publication covers a small proportion of land tenure in the country?,"The framework(s) for data collection and/or publication covers a large proportion of land tenure in the country, but not all?",The framework(s) for data collection and/or publication cover all forms of land tenure in the country?,,,,,,,,"What kind of land tenure does it cover? If there are different frameworks, please provide url source for each. ","What kind of land tenure does it cover? If there are different frameworks, please provide url source for each. ","What kind of land tenure does it cover? If there are different frameworks, please provide url source for each. ",,,,
