Section ID,QuestionNumber,Question ID,Question,Type,Parent ID,SubQuestionsFirst,CSSClass,Guidance10,Guidance5,Guidance0,WantConfidence,WantJustification,JustificationNote,HasPrivateNotes,WantExamples,Multiplier,OptionGuidance,Option0,Option1,Option2,Option3,Option4,Option5,Option6,Option7,Option8,Option9,Supporting0,Supporting1,Supporting2,Supporting3,Supporting4,Supporting5,HelpLink
COMPANY,,G.COMPANY.BOT.a0,"Are there any laws, policies or regulations requiring collection or publication of this information in any form?",Radio,G.COMPANY.BOT,,radio-list,,,,,,,,,1,,No,"They are in draft, or are not yet implemented",They exist and are operating,,,,,,,,1;Please provide brief details,,,,,,
COMPANY,,G.COMPANY.BOT.a1,"Do relevant laws, policies, regulations or guidance discuss collection and publication of structured and open data?",Radio,G.COMPANY.BOT,,radio-list,,,,,,,,,1,,"Relevant laws, policies and guidance explicitly create barriers to collecting and publishing structured data","There is no mention of data in the relevant laws, policies or guidance",Requirements to collect data are set out in relevant non-binding policy or guidance,"Requirements to collect data are set out in relevant binding policy, regulations or law",Requirements to publish data are set out in relevant non-binding policy or guidance,Requirements to publish data are set out in relevant binding policy or law,,,,,0;Please briefly detail the barriers created (e.g. requirements for paper-based filing only),,,,,,
COMPANY,,G.COMPANY.BOT.div-Elements,Elements,Note,G.COMPANY.BOT,,divider,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPANY,,G.COMPANY.BOT.e,"Part 1: Do laws, policies or regulations provide for any of the following?",Sum,G.COMPANY.BOT,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
COMPANY,,G.COMPANY.BOT.e.e.0,Beneficial ownership data should be collected in a central register or database,Option,G.COMPANY.BOT.e,,,,,,,,,,,0.5,,No,Partially,Yes,,,,,,,,,,,,,,
COMPANY,,G.COMPANY.BOT.e.e.1,Definitions comprehensively cover ownership,Option,G.COMPANY.BOT.e,,,,,,,,,,,0.5,"For yes, definitions should require disclosure interests held indirectly. Answer 'partially' if only direct ownership is covered. ",No,Partially,Yes,,,,,,,,"1,2;If the framework sets a threshold below which a share of ownership does not need to be disclosed, please provide it here (e.g. 25%). ",,,,,,
COMPANY,,G.COMPANY.BOT.e.e.2,Definitions cover control,Option,G.COMPANY.BOT.e,,,,,,,,,,,0.5,"For yes, definitions should have a provision to capture 'other significant methods of control' beyond those explicitly listed in order to limit loopholes. Answer partially if the definition only specifies a limited set of forms of control.",No,Partially,Yes,,,,,,,,"1,2;If the framework sets a threshold below which a share of control does not need to be disclosed, please provide it here (e.g. 25%). ",,,,,,
COMPANY,,G.COMPANY.BOT.e.e.3,Rules or processes exist to protect certain natural persons who are beneficial owners from having their data published,Option,G.COMPANY.BOT.e,,,,,,,,,,,0.5,,No,Partially,Yes,,,,,,,,,,,,,,
COMPANY,,G.COMPANY.BOT.e1,Part 2: What other requirements are covered?,Sum,G.COMPANY.BOT,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
COMPANY,,G.COMPANY.BOT.e1.e1.0,The framework requires data to be regularly updated.,Option,G.COMPANY.BOT.e1,,,,,,,,,,,0.5,,No,Partially,Yes,,,,,,,,,,,,,,
COMPANY,,G.COMPANY.BOT.e1.e1.1,The framework requires a verification process.,Option,G.COMPANY.BOT.e1,,,,,,,,,,,0.5,,No,Partially,Yes,,,,,,,,"1;Please briefly explain the verification process used, and which parts of collected data the framework requires to be verified and which parts it does not.",2;Please briefly explain the verification process used.,,,,,
COMPANY,,G.COMPANY.BOT.e1.e1.2,The framework supports publication of open data.,Option,G.COMPANY.BOT.e1,,,,,,,,,,,0.5,,No,Partially,Yes,,,,,,,,,,,,,,
COMPANY,,G.COMPANY.BOT.e1.e1.3,The framework empowers an agency or official to ensure the accurate and timely collection and publication of required data.,Option,G.COMPANY.BOT.e1,,,,,,,,,,,0.5,,No,Partially,Yes,,,,,,,,,,,,,,
COMPANY,,G.COMPANY.BOT.div-Extent,Extent,Note,G.COMPANY.BOT,,divider,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPANY,,G.COMPANY.BOT.c0,"How widely do these laws, regulations, policies or guidance apply?",Radio,G.COMPANY.BOT,,radio-list,,,,,,,,,1,,They cover a limited number of localities or companies (e.g. only companies operating in a single sector or in a single sub-national jurisdiction/state).,"They cover, or are representative of those covering, many localities or companies",They cover the majority of limited companies in the country,,,,,,,,"0,1,2;Please briefly describe limits on coverage (e.g. which locality, type of company, or context for registration)",,,,,,
